ID_ESTADO,ID_MUNICIPIO,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
21,2,SUM-PAN-CPP-PSI,,
21,2,SUM-PAN-PRD,,
21,2,SUM-PAN-CPP,,
21,2,SUM-PAN-MC,,
21,2,SUM-PAN-PSI,,
21,2,PAN,,
21,2,SUM-PRI-NA,,
21,2,PRI,CARMEN HERNANDEZ PARRA ,
21,2,SUM-PRD-MC-CPP,,
21,2,SUM-PRD-MC-PSI,,
21,2,SUM-PRD-CPP-PSI,,
21,2,SUM-PRD-MC,,
21,2,SUM-PRD-CPP,,
21,2,SUM-PRD-PSI,,
21,2,PRD,,
21,2,SUM-PT-MOR-PES,MARIA ELENA SANCHEZ HERNANDEZ,
21,2,PT,,
21,2,SUM-PV-CPP-PSI,,
21,2,SUM-PV-CPP,,
21,2,SUM-PV-PSI,,
21,2,PV,MIGUEL ANGEL GONZALEZ MENDEZ,
21,2,SUM-MC-CPP-PSI,,
21,2,SUM-MC-CPP,,
21,2,SUM-MC-PSI,,
21,2,MC,,
21,2,SUM-NA-CPP,GUADALUPE CLEMENTINA RICAÑO ROSAS,
21,2,NA,,
21,2,SUM-CPP-PSI,,
21,2,CPP,,
21,2,PSI,GILBERTO RAMIREZ CASANOVA,
21,2,MOR,,
21,2,PES,,
21,2,CI1,,
21,2,CI2,,
21,2,CNR,Candidaturas no registradas,
21,2,NULOS,Votos nulos,
21,3,SUM-PAN-PRD-MC-CPP-PSI,,
21,3,SUM-PAN-PRD-MC-CPP,,
21,3,SUM-PAN-PRD-MC-PSI,,
21,3,SUM-PAN-PRD-CPP-PSI,,
21,3,SUM-PAN-MC-CPP-PSI,,
21,3,SUM-PAN-PRD-MC,ARTURO CAJICA GOMEZ,
21,3,SUM-PAN-PRD-CPP,,
21,3,SUM-PAN-PRD-PSI,,
21,3,SUM-PAN-MC-CPP,,
21,3,SUM-PAN-MC-PSI,,
21,3,SUM-PAN-CPP-PSI,,
21,3,SUM-PAN-PRD,,
21,3,SUM-PAN-CPP,,
21,3,SUM-PAN-MC,,
21,3,SUM-PAN-PSI,,
21,3,PAN,,
21,3,SUM-PRI-NA,,
21,3,PRI,ARISTEO ARIZA ALONSO,
21,3,SUM-PRD-MC-CPP,,
21,3,SUM-PRD-MC-PSI,,
21,3,SUM-PRD-CPP-PSI,,
21,3,SUM-PRD-MC,,
21,3,SUM-PRD-CPP,,
21,3,SUM-PRD-PSI,,
21,3,PRD,,
21,3,SUM-PT-MOR-PES,MARIA DEL CARMEN NAVA MARTINEZ,
21,3,PT,,
21,3,SUM-PV-CPP-PSI,,
21,3,SUM-PV-CPP,,
21,3,SUM-PV-PSI,JORGE OTILIO HERNANDEZ CALDERON,
21,3,PV,,
21,3,SUM-MC-CPP-PSI,,
21,3,SUM-MC-CPP,,
21,3,SUM-MC-PSI,,
21,3,MC,,
21,3,SUM-NA-CPP,,
21,3,NA,ALVARO CRUZ MARTINEZ,
21,3,SUM-CPP-PSI,,
21,3,CPP,PATRICIA LEAL CESAR,
21,3,PSI,,
21,3,MOR,,
21,3,PES,,
21,3,CI1,,
21,3,CI2,,
21,3,CNR,Candidaturas no registradas,
21,3,NULOS,Votos nulos,
21,4,SUM-PAN-PRD-MC-CPP-PSI,,
21,4,SUM-PAN-PRD-MC-CPP,,
21,4,SUM-PAN-PRD-MC-PSI,RENE GONZALEZ VICTORIA,
21,4,SUM-PAN-PRD-CPP-PSI,,
21,4,SUM-PAN-MC-CPP-PSI,,
21,4,SUM-PAN-PRD-MC,,
21,4,SUM-PAN-PRD-CPP,,
21,4,SUM-PAN-PRD-PSI,,
21,4,SUM-PAN-MC-CPP,,
21,4,SUM-PAN-MC-PSI,,
21,4,SUM-PAN-CPP-PSI,,
21,4,SUM-PAN-PRD,,
21,4,SUM-PAN-CPP,,
21,4,SUM-PAN-MC,,
21,4,SUM-PAN-PSI,,
21,4,PAN,,
21,4,SUM-PRI-NA,,
21,4,PRI,FRANCISCO JAVIER RAMIREZ GOMEZ,
21,4,SUM-PRD-MC-CPP,,
21,4,SUM-PRD-MC-PSI,,
21,4,SUM-PRD-CPP-PSI,,
21,4,SUM-PRD-MC,,
21,4,SUM-PRD-CPP,,
21,4,SUM-PRD-PSI,,
21,4,PRD,,
21,4,SUM-PT-MOR-PES,JOSE NORBERTO MANUEL ROSALES GARCIA,
21,4,PT,,
21,4,SUM-PV-CPP-PSI,,
21,4,SUM-PV-CPP,,
21,4,SUM-PV-PSI,,
21,4,PV,JOSE FRANCISCO PESTAÑA TORRES,
21,4,SUM-MC-CPP-PSI,,
21,4,SUM-MC-CPP,,
21,4,SUM-MC-PSI,,
21,4,MC,,
21,4,SUM-NA-CPP,,
21,4,NA,MARTHA BAUTISTA JIMENEZ,
21,4,SUM-CPP-PSI,,
21,4,CPP,DULCE MARIA TORRES FUENTES,
21,4,PSI,,
21,4,MOR,,
21,4,PES,,
21,4,CI1,,
21,4,CI2,,
21,4,CNR,Candidaturas no registradas,
21,4,NULOS,Votos nulos,
21,5,SUM-PAN-PRD-MC-CPP-PSI,,
21,5,SUM-PAN-PRD-MC-CPP,,
21,5,SUM-PAN-PRD-MC-PSI,,
21,5,SUM-PAN-PRD-CPP-PSI,,
21,5,SUM-PAN-MC-CPP-PSI,,
21,5,SUM-PAN-PRD-MC,,
21,5,SUM-PAN-PRD-CPP,,
21,5,SUM-PAN-PRD-PSI,,
21,5,SUM-PAN-MC-CPP,,
21,5,SUM-PAN-MC-PSI,,
21,5,SUM-PAN-CPP-PSI,,
21,5,SUM-PAN-PRD,,
21,5,SUM-PAN-CPP,,
21,5,SUM-PAN-MC,,
21,5,SUM-PAN-PSI,,
21,5,PAN,CATALINA TORRES MARTINEZ,
21,5,SUM-PRI-NA,,
21,5,PRI,ALVARO TAPIA CASTILLO,
21,5,SUM-PRD-MC-CPP,,
21,5,SUM-PRD-MC-PSI,,
21,5,SUM-PRD-CPP-PSI,,
21,5,SUM-PRD-MC,VALENTINA TAPIA BRAVO,
21,5,SUM-PRD-CPP,,
21,5,SUM-PRD-PSI,,
21,5,PRD,,
21,5,SUM-PT-MOR-PES,,
21,5,PT,,
21,5,SUM-PV-CPP-PSI,,
21,5,SUM-PV-CPP,,
21,5,SUM-PV-PSI,,
21,5,PV,,
21,5,SUM-MC-CPP-PSI,,
21,5,SUM-MC-CPP,,
21,5,SUM-MC-PSI,,
21,5,MC,,
21,5,SUM-NA-CPP,,
21,5,NA,,
21,5,SUM-CPP-PSI,,
21,5,CPP,ANASTACIA HIDALGO BRAVO,
21,5,PSI,ALFONSO SANDOVAL VARGAS,
21,5,MOR,,
21,5,PES,,
21,5,CI1,,
21,5,CI2,,
21,5,CNR,Candidaturas no registradas,
21,5,NULOS,Votos nulos,
21,6,SUM-PAN-PRD-MC-CPP-PSI,,
21,6,SUM-PAN-PRD-MC-CPP,,
21,6,SUM-PAN-PRD-MC-PSI,,
21,6,SUM-PAN-PRD-CPP-PSI,,
21,6,SUM-PAN-MC-CPP-PSI,,
21,6,SUM-PAN-PRD-MC,EVA CRUZ PILA,
21,6,SUM-PAN-PRD-CPP,,
21,6,SUM-PAN-PRD-PSI,,
21,6,SUM-PAN-MC-CPP,,
21,6,SUM-PAN-MC-PSI,,
21,6,SUM-PAN-CPP-PSI,,
21,6,SUM-PAN-PRD,,
21,6,SUM-PAN-CPP,,
21,6,SUM-PAN-MC,,
21,6,SUM-PAN-PSI,,
21,6,PAN,,
21,6,SUM-PRI-NA,,
21,6,PRI,JUAN LUIS PEREZ PASTRANA,
21,6,SUM-PRD-MC-CPP,,
21,6,SUM-PRD-MC-PSI,,
21,6,SUM-PRD-CPP-PSI,,
21,6,SUM-PRD-MC,,
21,6,SUM-PRD-CPP,,
21,6,SUM-PRD-PSI,,
21,6,PRD,,
21,6,SUM-PT-MOR-PES,GUADALUPE SANTOS MARTINEZ,
21,6,PT,,
21,6,SUM-PV-CPP-PSI,NESTOR RENE MELO PASTRANA,
21,6,SUM-PV-CPP,,
21,6,SUM-PV-PSI,,
21,6,PV,,
21,6,SUM-MC-CPP-PSI,,
21,6,SUM-MC-CPP,,
21,6,SUM-MC-PSI,,
21,6,MC,,
21,6,SUM-NA-CPP,,
21,6,NA,ADRIANA CRUZ RIVERA,
21,6,SUM-CPP-PSI,,
21,6,CPP,,
21,6,PSI,,
21,6,MOR,,
21,6,PES,,
21,6,CI1,,
21,6,CI2,,
21,6,CNR,Candidaturas no registradas,
21,6,NULOS,Votos nulos,
21,7,SUM-PAN-PRD-MC-CPP-PSI,,
21,7,SUM-PAN-PRD-MC-CPP,,
21,7,SUM-PAN-PRD-MC-PSI,,
21,7,SUM-PAN-PRD-CPP-PSI,,
21,7,SUM-PAN-MC-CPP-PSI,,
21,7,SUM-PAN-PRD-MC,,
21,7,SUM-PAN-PRD-CPP,,
21,7,SUM-PAN-PRD-PSI,,
21,7,SUM-PAN-MC-CPP,,
21,7,SUM-PAN-MC-PSI,,
21,7,SUM-PAN-CPP-PSI,,
21,7,SUM-PAN-PRD,MARIANA PASTOR LEON,
21,7,SUM-PAN-CPP,,
21,7,SUM-PAN-MC,,
21,7,SUM-PAN-PSI,,
21,7,PAN,,
21,7,SUM-PRI-NA,,
21,7,PRI,CECILIA HERNANDEZ ORDUÑA,
21,7,SUM-PRD-MC-CPP,,
21,7,SUM-PRD-MC-PSI,,
21,7,SUM-PRD-CPP-PSI,,
21,7,SUM-PRD-MC,,
21,7,SUM-PRD-CPP,,
21,7,SUM-PRD-PSI,,
21,7,PRD,,
21,7,SUM-PT-MOR-PES,CIPRIANO PASTOR LEON,
21,7,PT,,
21,7,SUM-PV-CPP-PSI,,
21,7,SUM-PV-CPP,,
21,7,SUM-PV-PSI,,
21,7,PV,SONIA ESMERALDA LEON PEÑA,
21,7,SUM-MC-CPP-PSI,,
21,7,SUM-MC-CPP,,
21,7,SUM-MC-PSI,,
21,7,MC,ISIDRA CRUZ PINEDA,
21,7,SUM-NA-CPP,,
21,7,NA,,
21,7,SUM-CPP-PSI,,
21,7,CPP,YOLANDA YAZMIN PEREZ FLORES,
21,7,PSI,ARELI RAMIREZ SANCHEZ,
21,7,MOR,,
21,7,PES,,
21,7,CI1,,
21,7,CI2,,
21,7,CNR,Candidaturas no registradas,
21,7,NULOS,Votos nulos,
21,8,SUM-PAN-PRD-MC-CPP-PSI,,
21,8,SUM-PAN-PRD-MC-CPP,,
21,8,SUM-PAN-PRD-MC-PSI,,
21,8,SUM-PAN-PRD-CPP-PSI,,
21,8,SUM-PAN-MC-CPP-PSI,,
21,8,SUM-PAN-PRD-MC,,
21,8,SUM-PAN-PRD-CPP,,
21,8,SUM-PAN-PRD-PSI,,
21,8,SUM-PAN-MC-CPP,,
21,8,SUM-PAN-MC-PSI,,
21,8,SUM-PAN-CPP-PSI,,
21,8,SUM-PAN-PRD,,
21,8,SUM-PAN-CPP,BENJAMIN SILVA CUEVAS,
21,8,SUM-PAN-MC,,
21,8,SUM-PAN-PSI,,
21,8,PAN,,
21,8,SUM-PRI-NA,,
21,8,PRI,JUAN DANIEL RAMIREZ RAMIREZ,
21,8,SUM-PRD-MC-CPP,,
21,8,SUM-PRD-MC-PSI,,
21,8,SUM-PRD-CPP-PSI,,
21,8,SUM-PRD-MC,,
21,8,SUM-PRD-CPP,,
21,8,SUM-PRD-PSI,,
21,8,PRD,BRENDA HERNANDEZ OLVERA,
21,8,SUM-PT-MOR-PES,EMILIO DOMINGUEZ GARCIA,
21,8,PT,,
21,8,SUM-PV-CPP-PSI,,
21,8,SUM-PV-CPP,,
21,8,SUM-PV-PSI,,
21,8,PV,,
21,8,SUM-MC-CPP-PSI,,
21,8,SUM-MC-CPP,,
21,8,SUM-MC-PSI,,
21,8,MC,RAYMUNDO OLVERA MUÑOZ,
21,8,SUM-NA-CPP,,
21,8,NA,MIGUEL ANGEL MUÑOZ AGUILAR,
21,8,SUM-CPP-PSI,,
21,8,CPP,,
21,8,PSI,ERIC ALVARADO MARTINEZ,
21,8,MOR,,
21,8,PES,,
21,8,CI1,,
21,8,CI2,,
21,8,CNR,Candidaturas no registradas,
21,8,NULOS,Votos nulos,
21,9,SUM-PAN-PRD-MC-CPP-PSI,,
21,9,SUM-PAN-PRD-MC-CPP,,
21,9,SUM-PAN-PRD-MC-PSI,,
21,9,SUM-PAN-PRD-CPP-PSI,,
21,9,SUM-PAN-MC-CPP-PSI,,
21,9,SUM-PAN-PRD-MC,,
21,9,SUM-PAN-PRD-CPP,,
21,9,SUM-PAN-PRD-PSI,,
21,9,SUM-PAN-MC-CPP,,
21,9,SUM-PAN-MC-PSI,,
21,9,SUM-PAN-CPP-PSI,,
21,9,SUM-PAN-PRD,,
21,9,SUM-PAN-CPP,,
21,9,SUM-PAN-MC,,
21,9,SUM-PAN-PSI,,
21,9,PAN,LAURA LORENA HERRERA GARCIA,
21,9,SUM-PRI-NA,,
21,9,PRI,LEONEL TLATELPA RAMIREZ,
21,9,SUM-PRD-MC-CPP,,
21,9,SUM-PRD-MC-PSI,,
21,9,SUM-PRD-CPP-PSI,,
21,9,SUM-PRD-MC,,
21,9,SUM-PRD-CPP,,
21,9,SUM-PRD-PSI,JOSE LUIS GUSTAVO VAQUERO CALIXTO,
21,9,PRD,,
21,9,SUM-PT-MOR-PES,FAVIAN CALIXTO ONOFRE,
21,9,PT,,
21,9,SUM-PV-CPP-PSI,,
21,9,SUM-PV-CPP,,
21,9,SUM-PV-PSI,,
21,9,PV,,
21,9,SUM-MC-CPP-PSI,,
21,9,SUM-MC-CPP,FLOR DORALICIA CALIXTO RIOS,
21,9,SUM-MC-PSI,,
21,9,MC,,
21,9,SUM-NA-CPP,,
21,9,NA,,
21,9,SUM-CPP-PSI,,
21,9,CPP,,
21,9,PSI,,
21,9,MOR,,
21,9,PES,,
21,9,CI1,,
21,9,CI2,,
21,9,CNR,Candidaturas no registradas,
21,9,NULOS,Votos nulos,
21,10,SUM-PAN-PRD-MC-CPP-PSI,,
21,10,SUM-PAN-PRD-MC-CPP,,
21,10,SUM-PAN-PRD-MC-PSI,,
21,10,SUM-PAN-PRD-CPP-PSI,,
21,10,SUM-PAN-MC-CPP-PSI,,
21,10,SUM-PAN-PRD-MC,,
21,10,SUM-PAN-PRD-CPP,,
21,10,SUM-PAN-PRD-PSI,,
21,10,SUM-PAN-MC-CPP,,
21,10,SUM-PAN-MC-PSI,,
21,10,SUM-PAN-CPP-PSI,IGNACIO SALVADOR HERNANDEZ,
21,10,SUM-PAN-PRD,,
21,10,SUM-PAN-CPP,,
21,10,SUM-PAN-MC,,
21,10,SUM-PAN-PSI,,
21,10,PAN,,
21,10,SUM-PRI-NA,,
21,10,PRI,JOSE ANDRES GILBERTO  MARTINEZ  ANSELMO ,
21,10,SUM-PRD-MC-CPP,,
21,10,SUM-PRD-MC-PSI,,
21,10,SUM-PRD-CPP-PSI,,
21,10,SUM-PRD-MC,LUIS ENRIQUE GOMEZ SOTO,
21,10,SUM-PRD-CPP,,
21,10,SUM-PRD-PSI,,
21,10,PRD,,
21,10,SUM-PT-MOR-PES,RAFAEL TRUJILLO MARQUEZ,
21,10,PT,,
21,10,SUM-PV-CPP-PSI,,
21,10,SUM-PV-CPP,,
21,10,SUM-PV-PSI,,
21,10,PV,ROCIO TERESA AVENDAÑO  RODRIGUEZ,
21,10,SUM-MC-CPP-PSI,,
21,10,SUM-MC-CPP,,
21,10,SUM-MC-PSI,,
21,10,MC,,
21,10,SUM-NA-CPP,,
21,10,NA,MARIA DEL CARMEN BARBOSA MORENO,
21,10,SUM-CPP-PSI,,
21,10,CPP,,
21,10,PSI,,
21,10,MOR,,
21,10,PES,,
21,10,CI1,,
21,10,CI2,,
21,10,CNR,Candidaturas no registradas,
21,10,NULOS,Votos nulos,
21,11,SUM-PAN-PRD-MC-CPP-PSI,,
21,11,SUM-PAN-PRD-MC-CPP,,
21,11,SUM-PAN-PRD-MC-PSI,,
21,11,SUM-PAN-PRD-CPP-PSI,,
21,11,SUM-PAN-MC-CPP-PSI,,
21,11,SUM-PAN-PRD-MC,PEDRO LEONIDES ORDAZ ROJAS,
21,11,SUM-PAN-PRD-CPP,,
21,11,SUM-PAN-PRD-PSI,,
21,11,SUM-PAN-MC-CPP,,
21,11,SUM-PAN-MC-PSI,,
21,11,SUM-PAN-CPP-PSI,,
21,11,SUM-PAN-PRD,,
21,11,SUM-PAN-CPP,,
21,11,SUM-PAN-MC,,
21,11,SUM-PAN-PSI,,
21,11,PAN,,
21,11,SUM-PRI-NA,,
21,11,PRI,GRICELDA ELVIRA REYNOSO AREYANO,
21,11,SUM-PRD-MC-CPP,,
21,11,SUM-PRD-MC-PSI,,
21,11,SUM-PRD-CPP-PSI,,
21,11,SUM-PRD-MC,,
21,11,SUM-PRD-CPP,,
21,11,SUM-PRD-PSI,,
21,11,PRD,,
21,11,SUM-PT-MOR-PES,FRANCISCO GUADALUPE DE LA ROSA RAMALES,
21,11,PT,,
21,11,SUM-PV-CPP-PSI,,
21,11,SUM-PV-CPP,,
21,11,SUM-PV-PSI,,
21,11,PV,,
21,11,SUM-MC-CPP-PSI,,
21,11,SUM-MC-CPP,,
21,11,SUM-MC-PSI,,
21,11,MC,,
21,11,SUM-NA-CPP,,
21,11,NA,,
21,11,SUM-CPP-PSI,,
21,11,CPP,CONCEPCION CELEDONIA SALAS RUIZ,
21,11,PSI,ALFREDO TAPIA HERNANDEZ,
21,11,MOR,,
21,11,PES,,
21,11,CI1,,
21,11,CI2,,
21,11,CNR,Candidaturas no registradas,
21,11,NULOS,Votos nulos,
21,12,SUM-PAN-PRD-MC-CPP-PSI,,
21,12,SUM-PAN-PRD-MC-CPP,,
21,12,SUM-PAN-PRD-MC-PSI,,
21,12,SUM-PAN-PRD-CPP-PSI,,
21,12,SUM-PAN-MC-CPP-PSI,,
21,12,SUM-PAN-PRD-MC,,
21,12,SUM-PAN-PRD-CPP,,
21,12,SUM-PAN-PRD-PSI,,
21,12,SUM-PAN-MC-CPP,,
21,12,SUM-PAN-MC-PSI,,
21,12,SUM-PAN-CPP-PSI,,
21,12,SUM-PAN-PRD,,
21,12,SUM-PAN-CPP,,
21,12,SUM-PAN-MC,,
21,12,SUM-PAN-PSI,,
21,12,PAN,MATILDE TRINIDAD LOMELI CORTES,
21,12,SUM-PRI-NA,,
21,12,PRI,MARIA DEL SAGRADO CORAZON URBINA GALICIA,
21,12,SUM-PRD-MC-CPP,,
21,12,SUM-PRD-MC-PSI,,
21,12,SUM-PRD-CPP-PSI,,
21,12,SUM-PRD-MC,HUGO MEDINA VARGAS,
21,12,SUM-PRD-CPP,,
21,12,SUM-PRD-PSI,,
21,12,PRD,,
21,12,SUM-PT-MOR-PES,RICARDO MARCELINO CORTES PEÑA,
21,12,PT,,
21,12,SUM-PV-CPP-PSI,,
21,12,SUM-PV-CPP,,
21,12,SUM-PV-PSI,,
21,12,PV,,
21,12,SUM-MC-CPP-PSI,,
21,12,SUM-MC-CPP,,
21,12,SUM-MC-PSI,,
21,12,MC,,
21,12,SUM-NA-CPP,,
21,12,NA,MARIA ANITA CRISTINA MUÑOZ ENRIQUEZ,
21,12,SUM-CPP-PSI,,
21,12,CPP,JOSE JUAN GARCIA CORTES,
21,12,PSI,MARIA LUCINA MARTINEZ FLORES,
21,12,MOR,,
21,12,PES,,
21,12,CI1,,
21,12,CI2,,
21,12,CNR,Candidaturas no registradas,
21,12,NULOS,Votos nulos,
21,13,SUM-PAN-PRD-MC-CPP-PSI,,
21,13,SUM-PAN-PRD-MC-CPP,,
21,13,SUM-PAN-PRD-MC-PSI,,
21,13,SUM-PAN-PRD-CPP-PSI,,
21,13,SUM-PAN-MC-CPP-PSI,,
21,13,SUM-PAN-PRD-MC,,
21,13,SUM-PAN-PRD-CPP,,
21,13,SUM-PAN-PRD-PSI,,
21,13,SUM-PAN-MC-CPP,,
21,13,SUM-PAN-MC-PSI,,
21,13,SUM-PAN-CPP-PSI,,
21,13,SUM-PAN-PRD,,
21,13,SUM-PAN-CPP,,
21,13,SUM-PAN-MC,,
21,13,SUM-PAN-PSI,,
21,13,PAN,JUAN CARLOS SANTIAGO PANTALEON,
21,13,SUM-PRI-NA,,
21,13,PRI,VICTOR MANUEL LUCERO SERRANO,
21,13,SUM-PRD-MC-CPP,,
21,13,SUM-PRD-MC-PSI,,
21,13,SUM-PRD-CPP-PSI,,
21,13,SUM-PRD-MC,JUAN GONZALEZ JUAREZ,
21,13,SUM-PRD-CPP,,
21,13,SUM-PRD-PSI,,
21,13,PRD,,
21,13,SUM-PT-MOR-PES,ISAAC FELICIANO MATIAS,
21,13,PT,,
21,13,SUM-PV-CPP-PSI,,
21,13,SUM-PV-CPP,,
21,13,SUM-PV-PSI,,
21,13,PV,CAMELIA PARRA CID,
21,13,SUM-MC-CPP-PSI,,
21,13,SUM-MC-CPP,,
21,13,SUM-MC-PSI,,
21,13,MC,,
21,13,SUM-NA-CPP,,
21,13,NA,MIGUEL RAFAEL FELICIANO,
21,13,SUM-CPP-PSI,,
21,13,CPP,PABLO DESIDERIO MIGUEL,
21,13,PSI,CRISTIHA PALOMA ROBLES SANCHEZ,
21,13,MOR,,
21,13,PES,,
21,13,CI1,,
21,13,CI2,,
21,13,CNR,Candidaturas no registradas,
21,13,NULOS,Votos nulos,
21,14,SUM-PAN-PRD-MC-CPP-PSI,,
21,14,SUM-PAN-PRD-MC-CPP,,
21,14,SUM-PAN-PRD-MC-PSI,,
21,14,SUM-PAN-PRD-CPP-PSI,,
21,14,SUM-PAN-MC-CPP-PSI,,
21,14,SUM-PAN-PRD-MC,,
21,14,SUM-PAN-PRD-CPP,,
21,14,SUM-PAN-PRD-PSI,,
21,14,SUM-PAN-MC-CPP,,
21,14,SUM-PAN-MC-PSI,,
21,14,SUM-PAN-CPP-PSI,,
21,14,SUM-PAN-PRD,,
21,14,SUM-PAN-CPP,ABUNDIO AGUILAR DOMINGUEZ,
21,14,SUM-PAN-MC,,
21,14,SUM-PAN-PSI,,
21,14,PAN,,
21,14,SUM-PRI-NA,,
21,14,PRI,GUADALUPE FELIX BONILLA,
21,14,SUM-PRD-MC-CPP,,
21,14,SUM-PRD-MC-PSI,,
21,14,SUM-PRD-CPP-PSI,,
21,14,SUM-PRD-MC,CARLOS ALFONSO ANDRADE VAZQUEZ,
21,14,SUM-PRD-CPP,,
21,14,SUM-PRD-PSI,,
21,14,PRD,,
21,14,SUM-PT-MOR-PES,NELIDA VALENCIA CRISANTO,
21,14,PT,,
21,14,SUM-PV-CPP-PSI,,
21,14,SUM-PV-CPP,,
21,14,SUM-PV-PSI,,
21,14,PV,PERFECTO BAZAN GALINDO,
21,14,SUM-MC-CPP-PSI,,
21,14,SUM-MC-CPP,,
21,14,SUM-MC-PSI,,
21,14,MC,,
21,14,SUM-NA-CPP,,
21,14,NA,,
21,14,SUM-CPP-PSI,,
21,14,CPP,,
21,14,PSI,FELIPA VELAZQUEZ MALDONADO,
21,14,MOR,,
21,14,PES,,
21,14,CI1,,
21,14,CI2,,
21,14,CNR,Candidaturas no registradas,
21,14,NULOS,Votos nulos,
21,15,SUM-PAN-PRD-MC-CPP-PSI,,
21,15,SUM-PAN-PRD-MC-CPP,,
21,15,SUM-PAN-PRD-MC-PSI,,
21,15,SUM-PAN-PRD-CPP-PSI,,
21,15,SUM-PAN-MC-CPP-PSI,,
21,15,SUM-PAN-PRD-MC,,
21,15,SUM-PAN-PRD-CPP,,
21,15,SUM-PAN-PRD-PSI,,
21,15,SUM-PAN-MC-CPP,,
21,15,SUM-PAN-MC-PSI,,
21,15,SUM-PAN-CPP-PSI,,
21,15,SUM-PAN-PRD,JOSE JUVENTINO RAUL DE ITA SOSA,
21,15,SUM-PAN-CPP,,
21,15,SUM-PAN-MC,,
21,15,SUM-PAN-PSI,,
21,15,PAN,,
21,15,SUM-PRI-NA,,
21,15,PRI,JOSE AMADOR TEJEDA CARVAJAL,
21,15,SUM-PRD-MC-CPP,,
21,15,SUM-PRD-MC-PSI,,
21,15,SUM-PRD-CPP-PSI,,
21,15,SUM-PRD-MC,,
21,15,SUM-PRD-CPP,,
21,15,SUM-PRD-PSI,,
21,15,PRD,,
21,15,SUM-PT-MOR-PES,J BERNARDO MARIO DE LA ROSA ROMERO,
21,15,PT,,
21,15,SUM-PV-CPP-PSI,,
21,15,SUM-PV-CPP,,
21,15,SUM-PV-PSI,,
21,15,PV,JOSE ADOLFO EDUARDO MATEOS DE LOS SANTOS,
21,15,SUM-MC-CPP-PSI,,
21,15,SUM-MC-CPP,,
21,15,SUM-MC-PSI,ALFREDO RAMIREZ RODRIGUEZ,
21,15,MC,,
21,15,SUM-NA-CPP,,
21,15,NA,JOSE SALVADOR DEL CRISTO SANCHEZ,
21,15,SUM-CPP-PSI,,
21,15,CPP,VIANEY GUERRERO BANDALA,
21,15,PSI,,
21,15,MOR,,
21,15,PES,,
21,15,CI1,,
21,15,CI2,,
21,15,CNR,Candidaturas no registradas,
21,15,NULOS,Votos nulos,
21,16,SUM-PAN-PRD-MC-CPP-PSI,,
21,16,SUM-PAN-PRD-MC-CPP,,
21,16,SUM-PAN-PRD-MC-PSI,,
21,16,SUM-PAN-PRD-CPP-PSI,,
21,16,SUM-PAN-MC-CPP-PSI,,
21,16,SUM-PAN-PRD-MC,,
